distance,id,runner_key,total_elevation_gain,sport_type,start_date_local,kudos_count,average_speed,created_at,name,moving_time,elapsed_time,type,start_date,timezone,athlete_count
7831.8,10569172779,5,30.6,Run,2024-01-16T12:23:54Z,1,2.738,2025-02-04 16:00:24.985369+00:00,Corsa dell'ora di pranzo,2860,3003,Run,2024-01-16T11:23:54Z,(GMT+01:00) Europe/Rome,2
4927.4,10563837008,5,55.0,Run,2024-01-15T17:01:59Z,0,2.719,2025-02-04 16:00:24.985369+00:00,Afternoon Run,1812,1954,Run,2024-01-15T16:01:59Z,(GMT+01:00) Europe/Rome,1
6342.5,10554690280,5,148.0,Run,2024-01-14T08:58:49Z,2,2.572,2025-02-04 16:00:24.985369+00:00,Morning Run,2466,2498,Run,2024-01-14T07:58:49Z,(GMT+01:00) Europe/Rome,1
9253.5,10552381443,5,224.0,Run,2024-01-13T12:22:17Z,2,2.389,2025-02-04 16:00:24.985369+00:00,Lunch Run,3873,3909,Run,2024-01-13T11:22:17Z,(GMT+01:00) Europe/Rome,2
7721.3,10547329901,5,110.0,Run,2024-01-12T11:58:12Z,1,2.796,2025-02-04 16:00:24.985369+00:00,Lunch Run,2762,2797,Run,2024-01-12T10:58:12Z,(GMT+01:00) Europe/Rome,1
5090.2,10529985274,5,57.0,Run,2024-01-10T11:32:07Z,0,2.887,2025-02-04 16:00:24.985369+00:00,Lunch Run,1763,1778,Run,2024-01-10T10:32:07Z,(GMT+01:00) Europe/Rome,1
1474.2,10523730655,5,21.0,Run,2024-01-09T12:54:38Z,0,2.69,2025-02-04 16:00:24.985369+00:00,Lunch Run,548,561,Run,2024-01-09T11:54:38Z,(GMT+01:00) Europe/Rome,1
1519.7,10523730022,5,7.0,Run,2024-01-09T12:40:56Z,0,2.324,2025-02-04 16:00:24.985369+00:00,Lunch Run,654,711,Run,2024-01-09T11:40:56Z,(GMT+01:00) Europe/Rome,1
6354.9,10519483080,5,90.0,Run,2024-01-08T12:56:44Z,1,2.757,2025-02-04 16:00:24.985369+00:00,Lunch Run,2305,2307,Run,2024-01-08T11:56:44Z,(GMT+01:00) Europe/Rome,1
6755.0,10511594010,5,18.3,Run,2024-01-07T12:31:07Z,1,2.774,2025-02-04 16:00:24.985369+00:00,Lunch Run,2435,2435,Run,2024-01-07T11:31:07Z,(GMT+01:00) Europe/Rome,1
12621.7,10467748252,5,148.3,Run,2023-12-31T11:41:50Z,1,3.07,2025-02-04 16:00:24.985369+00:00,Corsa dell'ora di pranzo,4111,4225,Run,2023-12-31T10:41:50Z,(GMT+01:00) Europe/Rome,2
8978.3,10438706714,5,208.0,Run,2023-12-26T12:21:35Z,3,2.857,2025-02-04 16:00:24.985369+00:00,Lunch Run,3143,3149,Run,2023-12-26T11:21:35Z,(GMT+01:00) Europe/Rome,1
4465.5,10428798235,5,25.0,Run,2023-12-24T10:32:27Z,1,1.843,2025-02-04 16:00:24.985369+00:00,Morning Run,2423,2452,Run,2023-12-24T09:32:27Z,(GMT+01:00) Europe/Rome,1
5172.7,10423188187,5,25.0,Run,2023-12-23T09:41:38Z,0,2.297,2025-02-04 16:00:24.985369+00:00,Morning Run,2252,2266,Run,2023-12-23T08:41:38Z,(GMT+01:00) Europe/Rome,1
4560.5,10419195015,5,47.0,Run,2023-12-22T12:13:50Z,0,2.575,2025-02-04 16:00:24.985369+00:00,Lunch Run,1771,1819,Run,2023-12-22T11:13:50Z,(GMT+01:00) Europe/Rome,1
9372.9,10413768774,5,102.0,Run,2023-12-21T09:57:08Z,0,2.745,2025-02-04 16:00:24.985369+00:00,Morning Run,3415,3458,Run,2023-12-21T08:57:08Z,(GMT+01:00) Europe/Rome,1
6636.8,10408486406,5,64.0,Run,2023-12-20T08:19:43Z,1,2.298,2025-02-04 16:00:24.985369+00:00,Morning Run,2888,2934,Run,2023-12-20T07:19:43Z,(GMT+01:00) Europe/Rome,1
4037.6,10404488513,5,502.0,Hike,2023-12-19T12:10:04Z,3,0.933,2025-02-04 16:00:24.985369+00:00,Lunch Hike,4327,6425,Hike,2023-12-19T11:10:04Z,(GMT+01:00) Europe/Rome,2
3784.6,10399081113,5,49.0,Run,2023-12-18T12:29:46Z,1,2.777,2025-02-04 16:00:24.985369+00:00,Lunch Run,1363,1373,Run,2023-12-18T11:29:46Z,(GMT+01:00) Europe/Rome,1
6046.7,10394175719,5,84.0,Run,2023-12-17T12:22:47Z,1,2.784,2025-02-04 16:00:24.985369+00:00,Lunch Run,2172,2182,Run,2023-12-17T11:22:47Z,(GMT+01:00) Europe/Rome,1
5241.5,10388491163,5,69.0,Run,2023-12-16T12:17:23Z,1,2.692,2025-02-04 16:00:24.985369+00:00,Lunch Run,1947,1994,Run,2023-12-16T11:17:23Z,(GMT+01:00) Europe/Rome,1
4221.3,10383554040,5,56.0,Run,2023-12-15T12:24:35Z,1,2.755,2025-02-04 16:00:24.985369+00:00,Lunch Run,1532,1532,Run,2023-12-15T11:24:35Z,(GMT+01:00) Europe/Rome,1
6494.6,10378831414,5,108.0,Run,2023-12-14T12:59:29Z,2,2.576,2025-02-04 16:00:24.985369+00:00,Lunch Run,2521,2531,Run,2023-12-14T11:59:29Z,(GMT+01:00) Europe/Rome,1
3757.5,10372517385,5,61.0,Run,2023-12-13T08:02:47Z,1,2.44,2025-02-04 16:00:24.985369+00:00,Morning Run,1540,1559,Run,2023-12-13T07:02:47Z,(GMT+01:00) Europe/Rome,1
4228.8,10358090114,5,66.0,Run,2023-12-10T12:54:07Z,1,2.786,2025-02-04 16:00:24.985369+00:00,Lunch Run,1518,1518,Run,2023-12-10T11:54:07Z,(GMT+01:00) Europe/Rome,1
7574.2,10352616854,5,109.0,Run,2023-12-09T12:51:20Z,1,2.846,2025-02-04 16:00:24.985369+00:00,Lunch Run,2661,2676,Run,2023-12-09T11:51:20Z,(GMT+01:00) Europe/Rome,1
2637.4,10348801321,5,19.0,Run,2023-12-08T12:47:47Z,0,2.882,2025-02-04 16:00:24.985369+00:00,Lunch Run,915,915,Run,2023-12-08T11:47:47Z,(GMT+01:00) Europe/Rome,1
6242.0,10336044839,5,52.0,Run,2023-12-06T07:23:46Z,1,2.478,2025-02-04 16:00:24.985369+00:00,Morning Run,2519,2540,Run,2023-12-06T06:23:46Z,(GMT+01:00) Europe/Rome,1
2721.2,10331685023,5,9.0,Run,2023-12-05T12:54:20Z,1,2.858,2025-02-04 16:00:24.985369+00:00,Lunch Run,952,957,Run,2023-12-05T11:54:20Z,(GMT+01:00) Europe/Rome,1
3013.9,10323122823,5,27.0,Run,2023-12-03T17:06:05Z,1,2.912,2025-02-04 16:00:24.985369+00:00,Afternoon Run,1035,1035,Run,2023-12-03T16:06:05Z,(GMT+01:00) Europe/Rome,1
5752.8,10317250144,5,69.0,Run,2023-12-02T16:36:20Z,1,2.608,2025-02-04 16:00:24.985369+00:00,Afternoon Run,2206,2231,Run,2023-12-02T15:36:20Z,(GMT+01:00) Europe/Rome,1
2824.9,10312446638,5,52.0,Run,2023-12-01T19:12:24Z,1,2.877,2025-02-04 16:00:24.985369+00:00,Evening Run,982,982,Run,2023-12-01T18:12:24Z,(GMT+01:00) Europe/Rome,1
4733.7,10299445854,5,44.0,Run,2023-11-29T08:25:00Z,1,2.334,2025-02-04 16:00:24.985369+00:00,Morning Run,2028,2050,Run,2023-11-29T07:25:00Z,(GMT+01:00) Europe/Rome,1
2591.1,10296856583,5,30.0,Run,2023-11-28T19:43:49Z,1,2.801,2025-02-04 16:00:24.985369+00:00,Evening Run,925,925,Run,2023-11-28T18:43:49Z,(GMT+01:00) Europe/Rome,1
5238.8,10288342863,5,70.0,Run,2023-11-27T06:55:32Z,2,2.97,2025-02-04 16:00:24.985369+00:00,Morning Run,1764,1764,Run,2023-11-27T05:55:32Z,(GMT+01:00) Europe/Rome,1
4499.3,10278379347,5,15.5,Run,2023-11-25T12:26:37Z,3,2.469,2025-02-04 16:00:24.985369+00:00,Lunch Run,1822,1908,Run,2023-11-25T11:26:37Z,(GMT+01:00) Europe/Rome,1
4498.7,10260929343,5,54.0,Run,2023-11-22T07:34:18Z,3,2.249,2025-02-04 16:00:24.985369+00:00,Morning Run,2000,2101,Run,2023-11-22T06:34:18Z,(GMT+01:00) Europe/Rome,1
4990.6,10183620362,5,51.0,Run,2023-11-08T16:56:18Z,2,2.979,2025-02-04 16:00:24.985369+00:00,Afternoon Run,1675,1679,Run,2023-11-08T15:56:18Z,(GMT+01:00) Europe/Rome,1
7794.3,10146207859,5,110.0,Run,2023-11-02T07:32:48Z,2,2.898,2025-02-04 16:00:24.985369+00:00,Morning Run,2690,2705,Run,2023-11-02T06:32:48Z,(GMT+01:00) Europe/Rome,1
5221.6,10137235775,5,67.0,Run,2023-10-31T17:21:21Z,2,2.773,2025-02-04 16:00:24.985369+00:00,Afternoon Run,1883,1891,Run,2023-10-31T16:21:21Z,(GMT+01:00) Europe/Rome,1
10145.5,10118186363,5,48.3,Run,2023-10-28T11:45:12Z,3,2.563,2025-02-04 16:00:24.985369+00:00,Corsa dell'ora di pranzo,3959,4032,Run,2023-10-28T09:45:12Z,(GMT+01:00) Europe/Rome,2
6247.5,10114317393,5,107.0,Run,2023-10-27T18:02:23Z,1,2.782,2025-02-04 16:00:24.985369+00:00,Evening Run,2246,2251,Run,2023-10-27T16:02:23Z,(GMT+01:00) Europe/Rome,1
9706.7,10101374883,5,176.0,Run,2023-10-25T12:17:03Z,2,2.726,2025-02-04 16:00:24.985369+00:00,Lunch Run,3561,3566,Run,2023-10-25T10:17:03Z,(GMT+01:00) Europe/Rome,1
6450.3,10086115166,5,113.0,Run,2023-10-22T18:30:32Z,1,2.909,2025-02-04 16:00:24.985369+00:00,Evening Run,2217,2221,Run,2023-10-22T16:30:32Z,(GMT+01:00) Europe/Rome,1
7146.5,10078896139,5,33.8,Run,2023-10-21T10:36:48Z,1,2.355,2025-02-04 16:00:24.985369+00:00,Corsa mattutina,3035,3190,Run,2023-10-21T08:36:48Z,(GMT+01:00) Europe/Rome,2
4319.0,10086114457,5,133.0,Run,2023-10-17T07:12:42Z,0,2.512,2025-02-04 16:00:24.985369+00:00,Morning Run,1719,1747,Run,2023-10-17T05:12:42Z,(GMT+01:00) Europe/Rome,1
4232.0,10086113885,5,0.0,Run,2023-10-16T19:04:35Z,0,2.911,2025-02-04 16:00:24.985369+00:00,Evening Run,1454,1454,Run,2023-10-16T17:04:35Z,(GMT+02:00) Africa/Blantyre,1
1855.5,10086112946,5,44.0,Run,2023-10-14T12:17:53Z,0,2.717,2025-02-04 16:00:24.985369+00:00,Lunch Run,683,683,Run,2023-10-14T10:17:53Z,(GMT+01:00) Europe/Rome,1
6959.2,10032164254,5,111.0,Run,2023-10-13T18:23:02Z,3,2.777,2025-02-04 16:00:24.985369+00:00,Evening Run,2506,2526,Run,2023-10-13T16:23:02Z,(GMT+01:00) Europe/Rome,1
5774.8,10029178860,5,60.0,Run,2023-10-12T17:49:09Z,1,2.457,2025-02-04 16:00:24.985369+00:00,Afternoon Run,2350,2446,Run,2023-10-12T15:49:09Z,(GMT+01:00) Europe/Rome,1
7078.7,10017917648,5,0.0,Run,2023-10-11T11:27:20Z,1,2.759,2025-02-04 16:00:24.985369+00:00,Lunch Run,2566,2660,Run,2023-10-11T09:27:20Z,(GMT+02:00) Africa/Blantyre,1
4338.8,9998916806,5,455.0,Hike,2023-10-08T09:46:43Z,3,0.86,2025-02-04 16:00:24.985369+00:00,Morning Hike,5048,7439,Hike,2023-10-08T07:46:43Z,(GMT+01:00) Europe/Rome,1
2732.9,9992679099,5,44.0,Run,2023-10-07T12:39:12Z,3,2.564,2025-02-04 16:00:24.985369+00:00,Lunch Run,1066,1066,Run,2023-10-07T10:39:12Z,(GMT+01:00) Europe/Rome,1
8265.5,9983141760,5,117.0,Run,2023-10-05T18:19:51Z,1,2.672,2025-02-04 16:00:24.985369+00:00,Evening Run,3093,3093,Run,2023-10-05T16:19:51Z,(GMT+01:00) Europe/Rome,1
7041.5,9973524362,5,65.0,Run,2023-10-04T09:04:57Z,2,2.764,2025-02-04 16:00:24.985369+00:00,Morning Run,2548,2554,Run,2023-10-04T07:04:57Z,(GMT+01:00) Europe/Rome,1
6464.5,9963438825,5,100.0,Run,2023-10-02T18:13:52Z,5,2.689,2025-02-04 16:00:24.985369+00:00,Evening Run,2404,2654,Run,2023-10-02T16:13:52Z,(GMT+01:00) Europe/Rome,3
5744.7,9921892024,5,190.0,Run,2023-09-26T07:21:04Z,1,2.502,2025-02-04 16:00:24.985369+00:00,Morning Run,2296,2306,Run,2023-09-26T05:21:04Z,(GMT+01:00) Europe/Rome,1
6688.1,9914269156,5,158.0,Run,2023-09-24T18:54:19Z,2,2.702,2025-02-04 16:00:24.985369+00:00,Evening Run,2475,2559,Run,2023-09-24T16:54:19Z,(GMT+01:00) Europe/Rome,1
10595.2,9903032295,5,156.0,Run,2023-09-23T10:04:20Z,0,3.009,2025-02-04 16:00:24.985369+00:00,Morning Run,3521,3521,Run,2023-09-23T08:04:20Z,(GMT+01:00) Europe/Rome,2
5084.0,9884557493,5,74.0,Run,2023-09-20T09:07:38Z,1,2.925,2025-02-04 16:00:24.985369+00:00,Morning Run,1738,1738,Run,2023-09-20T07:07:38Z,(GMT+01:00) Europe/Rome,1
6064.6,9871795898,5,79.0,Run,2023-09-18T08:32:32Z,2,2.723,2025-02-04 16:00:24.985369+00:00,Morning Run,2227,2267,Run,2023-09-18T06:32:32Z,(GMT+01:00) Europe/Rome,1
4990.8,9868866901,5,58.0,Run,2023-09-17T09:46:08Z,1,2.767,2025-02-04 16:00:24.985369+00:00,Morning Run,1804,1804,Run,2023-09-17T07:46:08Z,(GMT+01:00) Europe/Rome,1
3463.0,9828498012,5,65.0,Run,2023-09-11T17:22:14Z,3,2.891,2025-02-04 16:00:24.985369+00:00,Afternoon Run,1198,1198,Run,2023-09-11T15:22:14Z,(GMT+01:00) Europe/Rome,1
7738.7,9823411944,5,133.0,Run,2023-09-10T18:18:27Z,3,2.801,2025-02-04 16:00:24.985369+00:00,Evening Run,2763,2973,Run,2023-09-10T16:18:27Z,(GMT+01:00) Europe/Rome,1
4128.0,9812823125,5,54.0,Run,2023-09-09T10:29:06Z,3,2.675,2025-02-04 16:00:24.985369+00:00,Morning Run,1543,1543,Run,2023-09-09T08:29:06Z,(GMT+01:00) Europe/Rome,1
4983.9,9806639284,5,18.4,Run,2023-09-08T09:17:13Z,3,2.613,2025-02-04 16:00:24.985369+00:00,Morning Run,1907,1918,Run,2023-09-08T07:17:13Z,(GMT+01:00) Europe/Rome,1
3401.2,9799827098,5,49.0,Run,2023-09-07T08:12:07Z,3,2.689,2025-02-04 16:00:24.985369+00:00,Morning Run,1265,1268,Run,2023-09-07T06:12:07Z,(GMT+01:00) Europe/Rome,1
2168.4,9766564584,5,19.0,Hike,2023-09-02T09:52:12Z,2,0.92,2025-02-04 16:00:24.985369+00:00,Morning Hike,2357,2830,Hike,2023-09-02T07:52:12Z,(GMT+01:00) Europe/Rome,2
4133.5,9766563547,5,117.0,Hike,2023-09-02T06:57:52Z,1,0.729,2025-02-04 16:00:24.985369+00:00,Morning Workout,5670,8384,Hike,2023-09-02T04:57:52Z,(GMT+01:00) Europe/Rome,2
3310.3,9762728190,5,138.0,Hike,2023-09-01T16:54:57Z,3,1.057,2025-02-04 16:00:24.985369+00:00,Afternoon Hike,3132,3277,Hike,2023-09-01T14:54:57Z,(GMT+01:00) Europe/Rome,2
7895.9,9761999953,5,82.0,Hike,2023-09-01T06:53:30Z,4,0.887,2025-02-04 16:00:24.985369+00:00,Morning Workout,8903,14241,Hike,2023-09-01T04:53:30Z,(GMT+01:00) Europe/Rome,2
4551.9,9757107071,5,774.0,Hike,2023-08-31T15:46:14Z,4,0.728,2025-02-04 16:00:24.985369+00:00,Afternoon Hike,6254,12291,Hike,2023-08-31T13:46:14Z,(GMT+01:00) Europe/Rome,2
19511.8,9757103461,5,681.0,Hike,2023-08-31T06:56:50Z,2,1.022,2025-02-04 16:00:24.985369+00:00,Morning Workout,19097,26428,Hike,2023-08-31T04:56:50Z,(GMT+01:00) Europe/Rome,2
6145.5,9696015041,5,96.0,Hike,2023-08-22T06:19:33Z,2,1.229,2025-02-04 16:00:24.985369+00:00,Morning Hike,5002,5345,Hike,2023-08-22T04:19:33Z,(GMT+01:00) Europe/Rome,2
5775.2,9683425219,5,668.0,TrailRun,2023-08-20T08:35:17Z,4,1.275,2025-02-04 16:00:24.985369+00:00,Morning Trail Run,4531,5174,Run,2023-08-20T06:35:17Z,(GMT+01:00) Europe/Rome,1
5738.1,9679890112,5,102.0,Run,2023-08-19T17:17:53Z,5,2.832,2025-02-04 16:00:24.985369+00:00,Afternoon Run,2026,2115,Run,2023-08-19T15:17:53Z,(GMT+01:00) Europe/Rome,1
5409.1,9657516610,5,260.0,Run,2023-08-16T08:52:51Z,3,2.29,2025-02-04 16:00:24.985369+00:00,Morning Run,2362,2480,Run,2023-08-16T06:52:51Z,(GMT+01:00) Europe/Rome,2
10040.3,9529596725,5,159.0,Run,2023-07-27T08:12:08Z,1,2.752,2025-02-04 16:00:24.985369+00:00,Morning Run,3649,4163,Run,2023-07-27T06:12:08Z,(GMT+01:00) Europe/Rome,1
6152.0,9526794697,5,109.0,Run,2023-07-26T19:11:16Z,2,3.055,2025-02-04 16:00:24.985369+00:00,Evening Run,2014,2030,Run,2023-07-26T17:11:16Z,(GMT+01:00) Europe/Rome,1
6056.5,9501627861,5,132.0,Run,2023-07-22T18:56:25Z,2,2.162,2025-02-04 16:00:24.985369+00:00,Evening Run,2801,2837,Run,2023-07-22T16:56:25Z,(GMT+01:00) Europe/Rome,1
5240.2,9495738788,5,154.0,Run,2023-07-21T20:19:11Z,1,2.612,2025-02-04 16:00:24.985369+00:00,Evening Run,2006,2253,Run,2023-07-21T18:19:11Z,(GMT+01:00) Europe/Rome,1
5040.8,9472499685,5,69.0,Run,2023-07-18T08:22:30Z,2,2.833,2025-02-04 16:00:24.985369+00:00,Morning Run,1779,1947,Run,2023-07-18T06:22:30Z,(GMT+01:00) Europe/Rome,1
6019.1,9469505276,5,148.0,Run,2023-07-17T19:16:57Z,1,3.195,2025-02-04 16:00:24.985369+00:00,Evening Run,1884,1950,Run,2023-07-17T17:16:57Z,(GMT+01:00) Europe/Rome,1
6994.1,9451231688,5,112.0,Run,2023-07-14T19:39:46Z,1,2.907,2025-02-04 16:00:24.985369+00:00,Evening Run,2406,2513,Run,2023-07-14T17:39:46Z,(GMT+01:00) Europe/Rome,2
8202.2,9432481947,5,151.0,Run,2023-07-11T19:34:54Z,3,3.084,2025-02-04 16:00:24.985369+00:00,Evening Run,2660,2847,Run,2023-07-11T17:34:54Z,(GMT+01:00) Europe/Rome,1
4509.4,9432480125,5,47.0,Run,2023-07-10T08:57:49Z,3,2.212,2025-02-04 16:00:24.985369+00:00,Morning Run,2039,2089,Run,2023-07-10T06:57:49Z,(GMT+01:00) Europe/Rome,1
8146.2,9397584342,5,128.0,Run,2023-07-06T08:17:11Z,1,3.024,2025-02-04 16:00:24.985369+00:00,Morning Run,2694,2758,Run,2023-07-06T06:17:11Z,(GMT+01:00) Europe/Rome,1
4933.1,9391429257,5,148.0,Run,2023-07-05T08:24:12Z,1,2.888,2025-02-04 16:00:24.985369+00:00,Morning Run,1708,1748,Run,2023-07-05T06:24:12Z,(GMT+01:00) Europe/Rome,1
4828.2,9336175527,5,92.0,Run,2023-06-26T08:34:44Z,1,2.933,2025-02-04 16:00:24.985369+00:00,Morning Run,1646,1646,Run,2023-06-26T06:34:44Z,(GMT+01:00) Europe/Rome,1
2662.3,9317738143,5,35.0,Run,2023-06-23T07:36:28Z,1,2.626,2025-02-04 16:00:24.985369+00:00,Morning Run,1014,1014,Run,2023-06-23T05:36:28Z,(GMT+01:00) Europe/Rome,1
4323.9,9317737731,5,105.0,Run,2023-06-22T08:46:45Z,1,2.777,2025-02-04 16:00:24.985369+00:00,Morning Run,1557,1566,Run,2023-06-22T06:46:45Z,(GMT+01:00) Europe/Rome,1
5287.4,9317737268,5,88.0,Run,2023-06-19T08:28:22Z,1,2.6,2025-02-04 16:00:24.985369+00:00,Morning Run,2034,2034,Run,2023-06-19T06:28:22Z,(GMT+01:00) Europe/Rome,1
2869.9,9317737057,5,51.0,Run,2023-06-15T08:13:27Z,1,2.723,2025-02-04 16:00:24.985369+00:00,Morning Run,1054,1060,Run,2023-06-15T06:13:27Z,(GMT+01:00) Europe/Rome,1
809.3,9317736201,5,21.0,Run,2023-06-14T12:45:28Z,0,2.86,2025-02-04 16:00:24.985369+00:00,Lunch Run,283,283,Run,2023-06-14T10:45:28Z,(GMT+01:00) Europe/Rome,1
5180.9,9255540061,5,82.0,Run,2023-06-13T07:32:46Z,2,2.552,2025-02-04 16:00:24.985369+00:00,Morning Run,2030,2037,Run,2023-06-13T05:32:46Z,(GMT+01:00) Europe/Rome,1
4987.2,9219192970,5,118.0,Run,2023-06-07T12:41:06Z,2,2.782,2025-02-04 16:00:24.985369+00:00,Lunch Run,1793,1796,Run,2023-06-07T10:41:06Z,(GMT+01:00) Europe/Rome,2
8637.5,9206415809,5,314.0,Run,2023-06-05T12:07:11Z,3,3.122,2025-02-04 16:00:24.985369+00:00,Lunch Run,2767,2788,Run,2023-06-05T10:07:11Z,(GMT+01:00) Europe/Rome,1
3783.5,9176855861,5,83.0,Run,2023-05-31T18:39:10Z,2,3.193,2025-02-04 16:00:24.985369+00:00,Evening Run,1185,1188,Run,2023-05-31T16:39:10Z,(GMT+01:00) Europe/Rome,1
3644.9,9161507172,5,66.0,Run,2023-05-29T11:21:22Z,1,3.042,2025-02-04 16:00:24.985369+00:00,Lunch Run,1198,1210,Run,2023-05-29T09:21:22Z,(GMT+01:00) Europe/Rome,1
5169.8,9120477146,5,237.0,Hike,2023-05-22T18:01:15Z,2,1.106,2025-02-04 16:00:24.985369+00:00,Evening Hike,4673,5455,Hike,2023-05-22T16:01:15Z,(GMT+01:00) Europe/Rome,1
6877.2,9105203894,5,118.0,Run,2023-05-20T12:03:58Z,3,3.046,2025-02-04 16:00:24.985369+00:00,Lunch Run,2258,2258,Run,2023-05-20T10:03:58Z,(GMT+01:00) Europe/Rome,1
3623.4,9089316359,5,59.0,Run,2023-05-17T19:26:57Z,1,2.915,2025-02-04 16:00:24.985369+00:00,Evening Run,1243,1249,Run,2023-05-17T17:26:57Z,(GMT+01:00) Europe/Rome,1
1984.4,9013824896,5,23.0,Run,2023-05-05T09:02:08Z,2,3.28,2025-02-04 16:00:24.985369+00:00,Morning Run,605,857,Run,2023-05-05T07:02:08Z,(GMT+01:00) Europe/Rome,1
12504.4,8994807893,5,195.0,Run,2023-05-02T08:26:10Z,2,3.308,2025-02-04 16:00:24.985369+00:00,Morning Run,3780,3858,Run,2023-05-02T06:26:10Z,(GMT+01:00) Europe/Rome,1
8088.2,8988352156,5,134.0,Run,2023-05-01T09:26:52Z,3,2.505,2025-02-04 16:00:24.985369+00:00,Morning Run,3229,3274,Run,2023-05-01T07:26:52Z,(GMT+01:00) Europe/Rome,1
12503.2,8981803526,5,290.0,Run,2023-04-30T08:37:57Z,3,2.945,2025-02-04 16:00:24.985369+00:00,Morning Run,4246,4483,Run,2023-04-30T06:37:57Z,(GMT+01:00) Europe/Rome,1
6304.1,8976685411,5,82.0,Run,2023-04-29T11:43:01Z,2,2.755,2025-02-04 16:00:24.985369+00:00,Lunch Run,2288,2291,Run,2023-04-29T09:43:01Z,(GMT+01:00) Europe/Rome,1
10912.9,8964751613,5,178.0,Run,2023-04-27T08:21:31Z,2,3.106,2025-02-04 16:00:24.985369+00:00,Morning Run,3514,3606,Run,2023-04-27T06:21:31Z,(GMT+01:00) Europe/Rome,1
8060.2,8962012980,5,172.0,Run,2023-04-26T19:17:10Z,2,2.875,2025-02-04 16:00:24.985369+00:00,Evening Run,2804,2807,Run,2023-04-26T17:17:10Z,(GMT+01:00) Europe/Rome,1
14017.1,8941865697,5,657.0,Run,2023-04-23T11:14:53Z,3,2.517,2025-02-04 16:00:24.985369+00:00,Lunch Run,5568,5671,Run,2023-04-23T09:14:53Z,(GMT+01:00) Europe/Rome,1
10154.8,8908332079,5,136.0,Run,2023-04-17T19:02:19Z,2,2.848,2025-02-04 16:00:24.985369+00:00,Evening Run,3566,3610,Run,2023-04-17T17:02:19Z,(GMT+01:00) Europe/Rome,2
7791.3,8893894975,5,127.0,Run,2023-04-15T12:30:52Z,6,3.185,2025-02-04 16:00:24.985369+00:00,Lunch Run,2446,2490,Run,2023-04-15T10:30:52Z,(GMT+01:00) Europe/Rome,1
6557.6,8876610364,5,88.0,Run,2023-04-12T10:42:14Z,3,2.651,2025-02-04 16:00:24.985369+00:00,Morning Run,2474,2499,Run,2023-04-12T08:42:14Z,(GMT+01:00) Europe/Rome,1
16846.0,8863849433,5,789.0,TrailRun,2023-04-10T08:04:11Z,3,2.486,2025-02-04 16:00:24.985369+00:00,Morning Run,6776,6952,Run,2023-04-10T06:04:11Z,(GMT+01:00) Europe/Rome,2
4576.5,8859062650,5,46.0,Run,2023-04-09T12:27:04Z,2,3.499,2025-02-04 16:00:24.985369+00:00,Lunch Run,1308,1308,Run,2023-04-09T10:27:04Z,(GMT+01:00) Europe/Rome,1
7280.1,8851516945,5,172.0,Run,2023-04-08T07:52:08Z,2,2.763,2025-02-04 16:00:24.985369+00:00,Morning Run,2635,2642,Run,2023-04-08T05:52:08Z,(GMT+01:00) Europe/Rome,1
4443.2,8843710238,5,512.4,Walk,2023-04-06T14:49:13Z,2,0.889,2025-02-04 16:00:24.985369+00:00,Camminata pomeridiana,4996,6712,Walk,2023-04-06T12:49:13Z,(GMT+01:00) Europe/Rome,3
6437.4,8841805457,5,93.0,Run,2023-04-06T12:57:38Z,1,2.592,2025-02-04 16:00:24.985369+00:00,Lunch Run,2484,2500,Run,2023-04-06T10:57:38Z,(GMT+01:00) Europe/Rome,1
8120.7,8828957242,5,121.0,Run,2023-04-04T08:35:02Z,3,3.211,2025-02-04 16:00:24.985369+00:00,Morning Run,2529,2529,Run,2023-04-04T06:35:02Z,(GMT+01:00) Europe/Rome,1
5095.8,8826364564,5,66.0,Run,2023-04-03T19:28:23Z,3,2.388,2025-02-04 16:00:24.985369+00:00,Evening Run,2134,2138,Run,2023-04-03T17:28:23Z,(GMT+01:00) Europe/Rome,1
7898.3,8817174332,5,115.0,Run,2023-04-02T09:44:46Z,1,3.145,2025-02-04 16:00:24.985369+00:00,Morning Run,2511,2527,Run,2023-04-02T07:44:46Z,(GMT+01:00) Europe/Rome,1
5654.4,8806895359,5,88.0,Run,2023-03-31T09:32:30Z,2,2.658,2025-02-04 16:00:24.985369+00:00,Morning Run,2127,2130,Run,2023-03-31T07:32:30Z,(GMT+01:00) Europe/Rome,1
4980.5,8796494481,5,74.0,Run,2023-03-29T12:22:13Z,2,2.913,2025-02-04 16:00:24.985369+00:00,Lunch Run,1710,1710,Run,2023-03-29T10:22:13Z,(GMT+01:00) Europe/Rome,1
7984.0,8789761974,5,80.0,Run,2023-03-28T07:45:34Z,5,3.143,2025-02-04 16:00:24.985369+00:00,Morning Run,2540,2545,Run,2023-03-28T05:45:34Z,(GMT+01:00) Europe/Rome,1
6464.2,8782203832,5,74.0,Run,2023-03-26T18:46:08Z,2,3.141,2025-02-04 16:00:24.985369+00:00,Evening Run,2058,2059,Run,2023-03-26T16:46:08Z,(GMT+01:00) Europe/Rome,1
7632.9,8772766432,5,116.0,Run,2023-03-25T08:52:50Z,2,2.813,2025-02-04 16:00:24.985369+00:00,Morning Run,2713,2717,Run,2023-03-25T07:52:50Z,(GMT+01:00) Europe/Rome,1
