distance,id,runner_key,total_elevation_gain,sport_type,start_date_local,kudos_count,average_speed,created_at,name,moving_time,elapsed_time,type,start_date,timezone,athlete_count
20318.4,12093576830,5,1655.0,TrailRun,2024-08-08T07:57:02Z,5,1.504,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,13511,15809,Run,2024-08-08T05:57:02Z,(GMT+01:00) Europe/Rome,2
12383.2,12083600616,5,716.0,TrailRun,2024-08-07T06:36:26Z,9,1.92,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,6451,6705,Run,2024-08-07T04:36:26Z,(GMT+01:00) Europe/Rome,3
8370.2,12074435848,5,40.0,Run,2024-08-06T07:56:37Z,5,2.526,2025-02-04 14:55:14.618904+00:00,Morning Run,3314,3335,Run,2024-08-06T05:56:37Z,(GMT+01:00) Europe/Rome,1
1700.0,12067878390,5,0.0,Swim,2024-08-05T13:23:22Z,4,0.731,2025-02-04 14:55:14.618904+00:00,Afternoon Swim,2327,3099,Swim,2024-08-05T11:23:22Z,(GMT+02:00) Africa/Blantyre,1
21378.7,12059332391,5,893.0,TrailRun,2024-08-04T08:59:48Z,7,2.698,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,7889,7924,Run,2024-08-04T06:59:48Z,(GMT+01:00) Europe/Rome,2
8840.9,12033785003,5,104.0,Hike,2024-08-01T08:42:11Z,4,1.174,2025-02-04 14:55:14.618904+00:00,Morning Hike,7528,7694,Hike,2024-08-01T06:42:11Z,(GMT+01:00) Europe/Rome,1
10775.6,12033782976,5,488.0,TrailRun,2024-08-01T07:25:05Z,5,2.525,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,4267,4446,Run,2024-08-01T05:25:05Z,(GMT+01:00) Europe/Rome,1
13621.9,12024500702,5,47.0,Run,2024-07-31T06:37:03Z,7,3.02,2025-02-04 14:55:14.618904+00:00,Morning Run,4511,4579,Run,2024-07-31T04:37:03Z,(GMT+01:00) Europe/Rome,1
10120.3,12007957700,5,637.0,TrailRun,2024-07-29T06:43:21Z,4,1.745,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,5800,7700,Run,2024-07-29T04:43:21Z,(GMT+01:00) Europe/Rome,1
8190.7,11998842161,5,53.0,Run,2024-07-28T06:41:11Z,5,3.321,2025-02-04 14:55:14.618904+00:00,Morning Run,2466,2466,Run,2024-07-28T04:41:11Z,(GMT+01:00) Europe/Rome,1
11885.6,11990795380,5,435.0,TrailRun,2024-07-27T07:18:49Z,1,2.39,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,4974,5197,Run,2024-07-27T05:18:49Z,(GMT+01:00) Europe/Rome,1
5479.5,11983446908,5,194.0,Walk,2024-07-26T06:51:48Z,6,0.903,2025-02-04 14:55:14.618904+00:00,Morning Walk,6068,7689,Walk,2024-07-26T04:51:48Z,(GMT+01:00) Europe/Rome,2
4913.0,11971201575,5,83.0,Run,2024-07-24T18:50:44Z,3,1.952,2025-02-04 14:55:14.618904+00:00,Evening Run,2517,2538,Run,2024-07-24T16:50:44Z,(GMT+01:00) Europe/Rome,1
12572.2,11949481531,5,225.0,Run,2024-07-22T08:15:13Z,5,2.823,2025-02-04 14:55:14.618904+00:00,Morning Run,4453,4475,Run,2024-07-22T06:15:13Z,(GMT+01:00) Europe/Rome,1
5942.1,11932323846,5,622.0,TrailRun,2024-07-20T07:18:59Z,2,1.499,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,3965,4303,Run,2024-07-20T05:18:59Z,(GMT+01:00) Europe/Rome,1
13784.5,11925234819,5,626.0,TrailRun,2024-07-19T07:37:42Z,6,2.257,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,6107,6468,Run,2024-07-19T05:37:42Z,(GMT+01:00) Europe/Rome,2
8869.5,11899017651,5,159.0,Run,2024-07-16T06:57:38Z,4,2.853,2025-02-04 14:55:14.618904+00:00,Morning Run,3109,3134,Run,2024-07-16T04:57:38Z,(GMT+01:00) Europe/Rome,1
5240.8,11895706997,5,30.0,Run,2024-07-15T19:29:59Z,4,2.903,2025-02-04 14:55:14.618904+00:00,Evening Run,1805,1819,Run,2024-07-15T17:29:59Z,(GMT+01:00) Europe/Rome,1
10245.9,11867542260,5,201.0,Run,2024-07-12T06:37:18Z,2,3.089,2025-02-04 14:55:14.618904+00:00,Morning Run,3317,3365,Run,2024-07-12T04:37:18Z,(GMT+01:00) Europe/Rome,1
11050.9,11859757395,5,15.0,Run,2024-07-11T07:23:35Z,5,2.912,2025-02-04 14:55:14.618904+00:00,Morning Run,3795,3922,Run,2024-07-11T05:23:35Z,(GMT+01:00) Europe/Rome,1
31402.6,11844672917,5,1531.0,TrailRun,2024-07-09T07:51:00Z,9,2.159,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,14543,14778,Run,2024-07-09T05:51:00Z,(GMT+01:00) Europe/Rome,1
11378.2,11835501850,5,624.0,TrailRun,2024-07-08T08:31:31Z,1,2.408,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,4725,4901,Run,2024-07-08T06:31:31Z,(GMT+01:00) Europe/Rome,1
17178.1,11820024961,5,777.0,TrailRun,2024-07-06T08:08:33Z,6,2.022,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,8494,9439,Run,2024-07-06T06:08:33Z,(GMT+01:00) Europe/Rome,2
12964.1,11812378430,5,218.0,Run,2024-07-05T08:30:31Z,4,3.416,2025-02-04 14:55:14.618904+00:00,Morning Run,3795,3934,Run,2024-07-05T06:30:31Z,(GMT+01:00) Europe/Rome,1
3746.1,11808621355,5,14.0,Run,2024-07-04T18:59:47Z,2,1.643,2025-02-04 14:55:14.618904+00:00,Evening Run,2280,2390,Run,2024-07-04T16:59:47Z,(GMT+01:00) Europe/Rome,2
15921.3,11788079085,5,735.0,TrailRun,2024-07-02T08:25:54Z,4,2.388,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,6668,6849,Run,2024-07-02T06:25:54Z,(GMT+01:00) Europe/Rome,1
11970.2,11784370589,5,177.0,Run,2024-07-01T19:21:07Z,1,2.706,2025-02-04 14:55:14.618904+00:00,Evening Run,4424,4448,Run,2024-07-01T17:21:07Z,(GMT+01:00) Europe/Rome,1
5020.2,11773797118,5,221.0,Hike,2024-06-30T10:46:29Z,1,0.955,2025-02-04 14:55:14.618904+00:00,Camminata mattutina,5259,7577,Hike,2024-06-30T08:46:29Z,(GMT+01:00) Europe/Rome,2
17619.2,11757873342,5,873.0,TrailRun,2024-06-28T07:45:23Z,4,2.04,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,8638,8914,Run,2024-06-28T05:45:23Z,(GMT+01:00) Europe/Rome,1
1875.0,11751246135,5,0.0,Swim,2024-06-27T12:42:38Z,2,0.724,2025-02-04 14:55:14.618904+00:00,Lunch Swim,2589,2983,Swim,2024-06-27T10:42:38Z,(GMT+02:00) Africa/Blantyre,1
13776.9,11746310180,5,691.0,TrailRun,2024-06-26T18:38:01Z,5,2.392,2025-02-04 14:55:14.618904+00:00,Evening Trail Run,5759,5916,Run,2024-06-26T16:38:01Z,(GMT+01:00) Europe/Rome,1
11338.0,11733556111,5,277.0,TrailRun,2024-06-25T08:27:00Z,4,2.847,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,3982,4278,Run,2024-06-25T06:27:00Z,(GMT+01:00) Europe/Rome,1
13300.9,11726274507,5,224.0,Run,2024-06-24T11:10:08Z,4,3.073,2025-02-04 14:55:14.618904+00:00,Lunch Run,4328,4437,Run,2024-06-24T09:10:08Z,(GMT+01:00) Europe/Rome,1
14472.8,11709816878,5,735.0,TrailRun,2024-06-22T07:48:46Z,2,2.139,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,6766,7327,Run,2024-06-22T05:48:46Z,(GMT+01:00) Europe/Rome,1
13259.4,11702951664,5,716.0,TrailRun,2024-06-21T08:27:56Z,5,1.937,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,6845,6974,Run,2024-06-21T06:27:56Z,(GMT+01:00) Europe/Rome,1
11729.4,11691824718,5,319.0,Run,2024-06-19T19:22:18Z,4,2.586,2025-02-04 14:55:14.618904+00:00,Evening Run,4535,4545,Run,2024-06-19T17:22:18Z,(GMT+01:00) Europe/Rome,1
11578.9,11678913690,5,285.0,Run,2024-06-18T07:45:23Z,3,2.478,2025-02-04 14:55:14.618904+00:00,Morning Run,4672,4900,Run,2024-06-18T05:45:23Z,(GMT+01:00) Europe/Rome,1
5963.2,11663302399,5,23.0,Run,2024-06-16T09:48:52Z,2,2.451,2025-02-04 14:55:14.618904+00:00,Morning Run,2433,2471,Run,2024-06-16T07:48:52Z,(GMT+01:00) Europe/Rome,1
25995.8,11657174547,5,2098.0,TrailRun,2024-06-15T07:44:42Z,9,1.552,2025-02-04 14:55:14.618904+00:00,Morning Trail Run,16746,19664,Run,2024-06-15T05:44:42Z,(GMT+01:00) Europe/Rome,3
4176.9,11644405411,5,12.9,Run,2024-06-13T18:07:58Z,6,2.368,2025-02-04 14:55:14.618904+00:00,Evening Run,1764,1891,Run,2024-06-13T16:07:58Z,(GMT+01:00) Europe/Rome,2
2050.0,11642688967,5,0.0,Swim,2024-06-13T13:23:50Z,2,0.744,2025-02-04 14:55:14.618904+00:00,Afternoon Swim,2755,3563,Swim,2024-06-13T11:23:50Z,(GMT+02:00) Africa/Blantyre,1
14056.5,11624710867,5,690.9,TrailRun,2024-06-11T07:56:51Z,6,2.4,2025-02-04 14:55:14.618904+00:00,Morning Run,5856,5976,Run,2024-06-11T05:56:51Z,(GMT+01:00) Europe/Rome,1
10809.4,11616974251,5,85.3,Run,2024-06-10T07:44:59Z,3,2.821,2025-02-04 14:55:14.618904+00:00,Morning Run,3832,3920,Run,2024-06-10T05:44:59Z,(GMT+01:00) Europe/Rome,1
7892.2,11609051847,5,672.1,TrailRun,2024-06-09T08:29:33Z,5,1.474,2025-02-04 14:55:14.618904+00:00,Morning Run,5356,6343,Run,2024-06-09T06:29:33Z,(GMT+01:00) Europe/Rome,1
11442.5,11601638320,5,283.1,Run,2024-06-08T10:04:51Z,3,2.612,2025-02-04 14:55:14.618904+00:00,Morning Run,4381,4884,Run,2024-06-08T08:04:51Z,(GMT+01:00) Europe/Rome,2
7598.6,11593338905,5,40.3,Run,2024-06-07T07:28:35Z,2,2.829,2025-02-04 14:55:14.618904+00:00,Morning Run,2686,2686,Run,2024-06-07T05:28:35Z,(GMT+01:00) Europe/Rome,1
9612.9,11589195166,5,309.4,Hike,2024-06-06T15:33:55Z,3,1.222,2025-02-04 14:55:14.618904+00:00,Afternoon Walk,7867,9889,Hike,2024-06-06T13:33:55Z,(GMT+01:00) Europe/Rome,2
1475.0,11589190453,5,0.0,Swim,2024-06-06T13:31:49Z,0,0.749,2025-02-04 14:55:14.618904+00:00,Afternoon Swim,1968,2325,Swim,2024-06-06T11:31:49Z,(GMT+02:00) Africa/Blantyre,1
5986.5,11570184610,5,16.2,Run,2024-06-04T12:24:30Z,4,2.371,2025-02-04 14:55:14.618904+00:00,Lunch Run,2525,2558,Run,2024-06-04T10:24:30Z,(GMT+01:00) Europe/Rome,1
24637.2,11554193547,5,1455.5,TrailRun,2024-06-02T08:30:22Z,7,2.261,2025-02-04 14:55:14.618904+00:00,Morning Run,10727,10896,Run,2024-06-02T06:30:22Z,(GMT+01:00) Europe/Rome,11
6069.2,11537895551,5,21.9,Run,2024-05-31T07:55:12Z,2,2.924,2025-02-04 14:55:14.618904+00:00,Morning Run,2076,2084,Run,2024-05-31T05:55:12Z,(GMT+01:00) Europe/Rome,1
1225.0,11532207364,5,0.0,Swim,2024-05-30T13:50:27Z,3,0.714,2025-02-04 14:55:14.618904+00:00,Afternoon Swim,1715,1913,Swim,2024-05-30T11:50:27Z,(GMT+02:00) Africa/Blantyre,1
3877.8,11524772984,5,253.1,Walk,2024-05-29T14:00:46Z,3,0.9,2025-02-04 14:55:14.618904+00:00,Afternoon Walk,4309,5970,Walk,2024-05-29T12:00:46Z,(GMT+01:00) Europe/Rome,2
10250.2,11518580950,5,43.0,Run,2024-05-28T18:39:32Z,4,2.777,2025-02-04 14:55:14.618904+00:00,Evening Run,3691,3696,Run,2024-05-28T16:39:32Z,(GMT+01:00) Europe/Rome,1
16406.8,11498925048,5,770.7,TrailRun,2024-05-26T07:05:19Z,8,2.134,2025-02-04 14:55:14.618904+00:00,Morning Run,7689,7891,Run,2024-05-26T05:05:19Z,(GMT+01:00) Europe/Rome,3
9283.9,11496233390,5,167.2,Run,2024-05-25T19:32:24Z,3,2.832,2025-02-04 14:55:14.618904+00:00,Evening Run,3278,3503,Run,2024-05-25T17:32:24Z,(GMT+01:00) Europe/Rome,1
1900.0,11486036953,5,0.0,Swim,2024-05-24T13:28:34Z,1,0.735,2025-02-04 14:55:14.618904+00:00,Afternoon Swim,2584,3252,Swim,2024-05-24T11:28:34Z,(GMT+02:00) Africa/Blantyre,1
16444.0,11476756316,5,802.7,TrailRun,2024-05-23T07:27:33Z,3,2.354,2025-02-04 14:55:14.618904+00:00,Morning Run,6986,7114,Run,2024-05-23T05:27:33Z,(GMT+01:00) Europe/Rome,1
5342.1,11465661259,5,99.6,Run,2024-05-21T19:49:50Z,2,2.911,2025-02-04 14:55:14.618904+00:00,Evening Run,1835,1835,Run,2024-05-21T17:49:50Z,(GMT+01:00) Europe/Rome,1
8194.8,11452698154,5,28.9,Run,2024-05-20T08:17:47Z,4,2.633,2025-02-04 14:55:14.618904+00:00,Morning Run,3112,3154,Run,2024-05-20T06:17:47Z,(GMT+01:00) Europe/Rome,1
11214.2,11445014169,5,476.8,Run,2024-05-19T09:02:35Z,7,3.079,2025-02-04 14:55:14.618904+00:00,Morning Run,3635,3642,Run,2024-05-19T07:02:35Z,(GMT+01:00) Europe/Rome,8
8743.8,11433336766,5,29.8,Run,2024-05-17T19:06:35Z,3,2.56,2025-02-04 14:55:14.618904+00:00,Evening Run,3416,3667,Run,2024-05-17T17:06:35Z,(GMT+01:00) Europe/Rome,2
2150.0,11427052032,5,0.0,Swim,2024-05-16T13:33:18Z,2,0.699,2025-02-04 14:55:14.618904+00:00,Afternoon Swim,3077,3745,Swim,2024-05-16T11:33:18Z,(GMT+02:00) Africa/Blantyre,1
5502.1,11406195108,5,607.4,Run,2024-05-14T08:02:52Z,4,1.265,2025-02-04 14:55:14.618904+00:00,Morning Run,4350,4559,Run,2024-05-14T06:02:52Z,(GMT+01:00) Europe/Rome,1
4296.9,11398771752,5,8.4,Run,2024-05-13T09:54:32Z,1,2.547,2025-02-04 14:55:14.618904+00:00,Morning Run,1687,1720,Run,2024-05-13T07:54:32Z,(GMT+01:00) Europe/Rome,1
21461.5,11392089662,5,421.2,Run,2024-05-12T10:22:27Z,5,2.74,2025-02-04 14:55:14.618904+00:00,Morning Run,7832,8319,Run,2024-05-12T08:22:27Z,(GMT+01:00) Europe/Rome,1
12393.1,11374565446,5,229.6,Run,2024-05-10T06:40:45Z,3,2.852,2025-02-04 14:55:14.618904+00:00,Morning Run,4346,4443,Run,2024-05-10T04:40:45Z,(GMT+01:00) Europe/Rome,1
2075.0,11369116447,5,0.0,Swim,2024-05-09T13:24:52Z,2,0.74,2025-02-04 14:55:14.618904+00:00,Afternoon Swim,2803,3816,Swim,2024-05-09T11:24:52Z,(GMT+02:00) Africa/Blantyre,1
8066.4,11351484973,5,15.8,Run,2024-05-07T11:20:04Z,1,2.438,2025-02-04 14:55:14.618904+00:00,Lunch Run,3309,3315,Run,2024-05-07T09:20:04Z,(GMT+01:00) Europe/Rome,1
13407.1,11343477156,5,721.9,Run,2024-05-06T08:11:28Z,4,1.977,2025-02-04 14:55:14.618904+00:00,Morning Run,6780,6911,Run,2024-05-06T06:11:28Z,(GMT+01:00) Europe/Rome,1
4087.6,11340280968,5,480.7,Run,2024-05-05T16:20:05Z,2,0.573,2025-02-04 14:55:14.618904+00:00,Afternoon Run,7133,7990,Run,2024-05-05T14:20:05Z,(GMT+01:00) Europe/Rome,1
2175.0,11322049593,5,0.0,Swim,2024-05-03T12:54:12Z,3,0.685,2025-02-04 14:55:14.618904+00:00,Lunch Swim,3173,4028,Swim,2024-05-03T10:54:12Z,(GMT+02:00) Africa/Blantyre,1
14166.0,11296699574,5,684.9,Run,2024-04-30T08:31:09Z,2,2.041,2025-02-04 14:55:14.618904+00:00,Morning Run,6941,7072,Run,2024-04-30T06:31:09Z,(GMT+01:00) Europe/Rome,1
1149.0,11296698589,5,0.0,Run,2024-04-30T08:23:17Z,0,2.789,2025-02-04 14:55:14.618904+00:00,Morning Run,412,453,Run,2024-04-30T06:23:17Z,(GMT+01:00) Europe/Rome,1
9664.8,11288693144,5,27.0,Run,2024-04-29T08:03:22Z,3,2.579,2025-02-04 14:55:14.618904+00:00,Morning Run,3748,3752,Run,2024-04-29T06:03:22Z,(GMT+01:00) Europe/Rome,1
598.9,11288692582,5,0.0,Run,2024-04-29T07:59:15Z,2,2.674,2025-02-04 14:55:14.618904+00:00,Morning Run,224,224,Run,2024-04-29T05:59:15Z,(GMT+01:00) Europe/Rome,1
2751.2,11285770066,5,2.6,Run,2024-04-28T19:08:35Z,2,1.873,2025-02-04 14:55:14.618904+00:00,Evening Run,1469,1495,Run,2024-04-28T17:08:35Z,(GMT+01:00) Europe/Rome,1
1454.5,11285769446,5,512.3,Run,2024-04-28T18:33:32Z,1,0.79,2025-02-04 14:55:14.618904+00:00,Evening Run,1842,1871,Run,2024-04-28T16:33:32Z,(GMT+01:00) Europe/Rome,1
10829.1,11280578846,5,149.5,Run,2024-04-28T08:41:16Z,2,2.498,2025-02-04 14:55:14.618904+00:00,Morning Run,4335,4575,Run,2024-04-28T06:41:16Z,(GMT+01:00) Europe/Rome,1
4693.6,11269287635,5,279.3,Run,2024-04-26T16:49:18Z,3,0.882,2025-02-04 14:55:14.618904+00:00,Afternoon Run,5319,5508,Run,2024-04-26T14:49:18Z,(GMT+01:00) Europe/Rome,1
12135.4,11259512686,5,765.4,TrailRun,2024-04-25T09:03:23Z,2,1.867,2025-02-04 14:55:14.618904+00:00,Morning Run,6500,6719,Run,2024-04-25T07:03:23Z,(GMT+01:00) Europe/Rome,1
8413.6,11252310390,5,32.9,Run,2024-04-23T19:04:38Z,2,2.373,2025-02-04 14:55:14.618904+00:00,Evening Run,3546,3546,Run,2024-04-23T17:04:38Z,(GMT+01:00) Europe/Rome,1
3204.6,11252309624,5,5.6,Run,2024-04-21T12:01:13Z,0,1.6,2025-02-04 16:00:24.985369+00:00,Lunch Run,2003,2003,Run,2024-04-21T10:01:13Z,(GMT+01:00) Europe/Rome,1
16168.9,11222172919,5,934.5,Run,2024-04-20T09:27:10Z,6,1.984,2025-02-04 16:00:24.985369+00:00,Morning Run,8151,8202,Run,2024-04-20T07:27:10Z,(GMT+01:00) Europe/Rome,2
6767.9,11204109335,5,22.7,Run,2024-04-17T18:36:13Z,3,2.633,2025-02-04 16:00:24.985369+00:00,Evening Run,2570,2570,Run,2024-04-17T16:36:13Z,(GMT+01:00) Europe/Rome,1
6002.4,11193032066,5,16.3,Run,2024-04-16T07:39:04Z,3,2.847,2025-02-04 16:00:24.985369+00:00,Morning Run,2108,2108,Run,2024-04-16T05:39:04Z,(GMT+01:00) Europe/Rome,1
7408.7,11178474436,5,29.6,Run,2024-04-14T11:10:52Z,4,2.72,2025-02-04 16:00:24.985369+00:00,Lunch Run,2724,2724,Run,2024-04-14T09:10:52Z,(GMT+01:00) Europe/Rome,1
4220.5,11174107866,5,474.7,Run,2024-04-13T17:33:15Z,5,0.907,2025-02-04 16:00:24.985369+00:00,Afternoon Run,4653,5205,Run,2024-04-13T15:33:15Z,(GMT+01:00) Europe/Rome,1
3493.8,11139645668,5,32.3,Run,2024-04-09T08:07:52Z,4,1.587,2025-02-04 16:00:24.985369+00:00,Morning Run,2201,2362,Run,2024-04-09T06:07:52Z,(GMT+01:00) Europe/Rome,2
5894.2,11139645358,5,12.8,Run,2024-04-09T07:31:48Z,5,2.928,2025-02-04 16:00:24.985369+00:00,Morning Run,2013,2013,Run,2024-04-09T05:31:48Z,(GMT+01:00) Europe/Rome,1
8173.8,11132775665,5,18.0,Run,2024-04-08T09:38:52Z,2,2.807,2025-02-04 16:00:24.985369+00:00,Morning Run,2912,2935,Run,2024-04-08T07:38:52Z,(GMT+01:00) Europe/Rome,1
4972.0,11075900274,5,84.9,Run,2024-03-31T12:29:28Z,2,2.758,2025-02-04 16:00:24.985369+00:00,Lunch Run,1803,1811,Run,2024-03-31T10:29:28Z,(GMT+01:00) Europe/Rome,1
7997.9,11061063633,5,23.7,Run,2024-03-29T12:04:47Z,3,2.482,2025-02-04 16:00:24.985369+00:00,Lunch Run,3222,3240,Run,2024-03-29T11:04:47Z,(GMT+01:00) Europe/Rome,2
11732.4,11036204289,5,52.6,Run,2024-03-25T17:27:01Z,6,2.56,2025-02-04 16:00:24.985369+00:00,Afternoon Run,4583,4619,Run,2024-03-25T16:27:01Z,(GMT+01:00) Europe/Rome,1
4222.7,11019546318,5,10.1,Run,2024-03-23T10:25:18Z,2,2.407,2025-02-04 16:00:24.985369+00:00,Morning Run,1754,1818,Run,2024-03-23T09:25:18Z,(GMT+01:00) Europe/Rome,1
11008.6,11002686307,5,78.2,Run,2024-03-20T17:10:30Z,4,3.415,2025-02-04 16:00:24.985369+00:00,Afternoon Run,3224,3224,Run,2024-03-20T16:10:30Z,(GMT+01:00) Europe/Rome,1
7561.4,10973183064,5,17.8,Run,2024-03-16T16:57:19Z,3,3.017,2025-02-04 16:00:24.985369+00:00,Afternoon Run,2506,2506,Run,2024-03-16T15:57:19Z,(GMT+01:00) Europe/Rome,1
5493.2,10956458419,5,243.0,Hike,2024-03-14T08:56:02Z,4,1.103,2025-02-04 16:00:24.985369+00:00,Morning Run,4979,5546,Hike,2024-03-14T07:56:02Z,(GMT+01:00) Europe/Rome,2
8274.0,10945230229,5,28.3,Run,2024-03-12T18:45:23Z,5,2.666,2025-02-04 16:00:24.985369+00:00,Evening Run,3103,3103,Run,2024-03-12T17:45:23Z,(GMT+01:00) Europe/Rome,3
3614.5,10934742221,5,12.3,Run,2024-03-11T08:22:03Z,2,2.774,2025-02-04 16:00:24.985369+00:00,Morning Run,1303,1303,Run,2024-03-11T07:22:03Z,(GMT+01:00) Europe/Rome,1
7687.4,10927920781,5,40.0,Run,2024-03-10T09:35:18Z,3,2.779,2025-02-04 16:00:24.985369+00:00,Morning Run,2766,2781,Run,2024-03-10T08:35:18Z,(GMT+01:00) Europe/Rome,1
9265.7,10914604569,5,170.8,Run,2024-03-08T07:50:37Z,1,2.383,2025-02-04 16:00:24.985369+00:00,Morning Run,3889,3900,Run,2024-03-08T06:50:37Z,(GMT+01:00) Europe/Rome,2
7555.4,10873266754,5,26.2,Run,2024-03-02T12:01:20Z,3,3.127,2025-02-04 16:00:24.985369+00:00,Lunch Run,2416,2475,Run,2024-03-02T11:01:20Z,(GMT+01:00) Europe/Rome,2
6374.7,10856414639,5,21.9,Run,2024-02-28T18:34:21Z,2,2.564,2025-02-04 16:00:24.985369+00:00,Evening Run,2486,2503,Run,2024-02-28T17:34:21Z,(GMT+01:00) Europe/Rome,2
6368.2,10828703170,5,91.9,Run,2024-02-24T17:44:04Z,2,2.423,2025-02-04 16:00:24.985369+00:00,Afternoon Run,2628,2662,Run,2024-02-24T16:44:04Z,(GMT+01:00) Europe/Rome,1
11239.1,10816568768,5,183.5,Run,2024-02-22T12:02:28Z,3,2.543,2025-02-04 16:00:24.985369+00:00,Lunch Run,4420,4544,Run,2024-02-22T11:02:28Z,(GMT+01:00) Europe/Rome,1
5499.1,10808974534,5,14.5,Run,2024-02-21T18:23:16Z,2,2.614,2025-02-04 16:00:24.985369+00:00,Evening Run,2104,2114,Run,2024-02-21T17:23:16Z,(GMT+01:00) Europe/Rome,1
4839.7,10791786301,5,13.8,Run,2024-02-19T08:26:51Z,2,2.664,2025-02-04 16:00:24.985369+00:00,Morning Run,1817,1817,Run,2024-02-19T07:26:51Z,(GMT+01:00) Europe/Rome,1
4971.7,10771444863,5,10.6,Run,2024-02-16T08:17:52Z,2,2.543,2025-02-04 16:00:24.985369+00:00,Morning Run,1955,2038,Run,2024-02-16T07:17:52Z,(GMT+01:00) Europe/Rome,1
4907.5,10767815686,5,17.1,Run,2024-02-15T17:19:37Z,1,2.774,2025-02-04 16:00:24.985369+00:00,Afternoon Run,1769,1862,Run,2024-02-15T16:19:37Z,(GMT+01:00) Europe/Rome,1
7580.9,10759772058,5,38.6,Run,2024-02-14T12:17:23Z,1,2.514,2025-02-04 16:00:24.985369+00:00,Lunch Run,3016,3027,Run,2024-02-14T11:17:23Z,(GMT+01:00) Europe/Rome,1
10815.2,10746333221,5,80.7,Run,2024-02-12T12:13:01Z,1,2.678,2025-02-04 16:00:24.985369+00:00,Lunch Run,4038,4080,Run,2024-02-12T11:13:01Z,(GMT+01:00) Europe/Rome,1
12475.5,10720765968,5,77.3,Run,2024-02-08T11:55:43Z,3,3.086,2025-02-04 16:00:24.985369+00:00,Lunch Run,4043,4057,Run,2024-02-08T10:55:43Z,(GMT+01:00) Europe/Rome,1
8029.0,10717867675,5,43.8,Run,2024-02-07T12:29:54Z,2,2.78,2025-02-04 16:00:24.985369+00:00,Corsa dell'ora di pranzo,2888,2957,Run,2024-02-07T11:29:54Z,(GMT+01:00) Europe/Rome,2
11272.8,10702831810,5,183.3,Run,2024-02-05T12:23:10Z,3,2.761,2025-02-04 16:00:24.985369+00:00,Lunch Run,4083,4112,Run,2024-02-05T11:23:10Z,(GMT+01:00) Europe/Rome,1
5866.8,10680407018,5,38.4,Run,2024-02-02T12:25:56Z,4,2.896,2025-02-04 16:00:24.985369+00:00,Corsa dell'ora di pranzo,2026,2037,Run,2024-02-02T11:25:56Z,(GMT+01:00) Europe/Rome,2
6925.1,10665970508,5,63.0,Run,2024-01-31T08:26:11Z,1,2.617,2025-02-04 16:00:24.985369+00:00,Morning Run,2646,2658,Run,2024-01-31T07:26:11Z,(GMT+01:00) Europe/Rome,2
16748.9,10646371681,5,725.0,TrailRun,2024-01-28T11:07:40Z,3,2.411,2025-02-04 16:00:24.985369+00:00,Lunch Trail Run,6948,7081,Run,2024-01-28T10:07:40Z,(GMT+01:00) Europe/Rome,1
3801.5,10641405806,5,37.0,Run,2024-01-27T17:42:53Z,1,2.638,2025-02-04 16:00:24.985369+00:00,Afternoon Run,1441,1444,Run,2024-01-27T16:42:53Z,(GMT+01:00) Europe/Rome,1
8076.9,10632495520,5,91.0,Run,2024-01-26T12:09:51Z,4,2.9,2025-02-04 16:00:24.985369+00:00,Lunch Run,2785,2794,Run,2024-01-26T11:09:51Z,(GMT+01:00) Europe/Rome,2
11478.5,10619611527,5,208.0,Run,2024-01-24T11:39:54Z,2,2.463,2025-02-04 16:00:24.985369+00:00,Lunch Run,4661,4788,Run,2024-01-24T10:39:54Z,(GMT+01:00) Europe/Rome,1
11947.8,10613281981,5,335.0,Run,2024-01-23T12:40:45Z,3,2.608,2025-02-04 16:00:24.985369+00:00,Lunch Run,4582,4660,Run,2024-01-23T11:40:45Z,(GMT+01:00) Europe/Rome,1
8180.2,10593994987,5,129.0,Run,2024-01-20T12:43:36Z,1,2.732,2025-02-04 16:00:24.985369+00:00,Lunch Run,2994,3035,Run,2024-01-20T11:43:36Z,(GMT+01:00) Europe/Rome,1
10836.0,10587897636,5,276.0,Run,2024-01-19T12:29:43Z,1,2.635,2025-02-04 16:00:24.985369+00:00,Lunch Run,4113,4144,Run,2024-01-19T11:29:43Z,(GMT+01:00) Europe/Rome,2
4953.2,10577564804,5,18.0,Run,2024-01-17T18:51:45Z,1,2.588,2025-02-04 16:00:24.985369+00:00,Evening Run,1914,1922,Run,2024-01-17T17:51:45Z,(GMT+01:00) Europe/Rome,1
